"title_es","title_en","id","category_id","company_id","area_id","account_id","for_sale","end_at","sale_price","for_rent","rent_price","is_rent_long_term","is_rent_short_term","is_rent_time_share","is_short_sale","is_repossessed","address1","postal_code","year_built","maintenance","maintenance_price","exemption","exemption_price","latitude","longitude","catastro","financing_rural","financing_fha","financing_conventional","financing_vivienda","financing_cash","financing_loan_with_repairs","financing_private","financing_assume_mortgage","status","bathrooms","rooms","sqf","sqm","internal_number","mls_number","co_number","cpr_number","zonification","internal_notes","showing_instructions","key_number","key_box","description_es","description_en","parkings","floors","extra","category_id"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,NULL,9
"Hacienda Ocean View","Hacienda Ocean View",158250,8,1,46,25497,1,20171101,50000.00,0,0.00,0,0,0,0,1,"992 Interior","",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,1395,"R05-14-039 ","",3235133,"","","Propiedad estaba asignada a Alianza Realty Group, a partir del 12/30/16 fue asignada a Erick Bracero. JLopez. ","","","","Solar reposeído ubicado en el Barrio Mameyes, sector Hacienda Ocean View con una cabida de 1,394.75 metros cuadrados.  Toda oferta esta sujeta a aprobacion del banco. Para ver esta y mas propiedades acceda: www.realityrealtypr.com","Solar reposeído ubicado en el Barrio Mameyes, sector Hacienda Ocean View con una cabida de 1,394.75 metros cuadrados.  Toda oferta esta sujeta a aprobacion del banco. Para ver esta y mas propiedades acceda: www.realityrealtypr.com",0,0,"",16
"Shell Castle, Palmas del Mar","Shell Castle, Palmas del Mar",158249,29,1,36,32426,1,20160207,98252.00,0,0.00,0,0,0,0,1,"Shell Castle","00791",0,NULL,0.00,NULL,0.00,18.07000,65.79983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,1181,"R01-14-059",NULL,NULL,NULL,"","Catastro: 354-072-376-09-000

PROPIEDAD VENDIDA EN BULK.","","","","Excelente terreno reposeído, buena localización, en la exclusiva urbanización de Palmas del Mar.  Solar cuenta con 1,181.24 metros cuadrados.  Toda oferta está sujeta a aprobación del banco. Para ver esta y más propiedades acceda: www.realityrealtypr.com","Excelente terreno reposeído, buena localización, en la exclusiva urbanización de Palmas del Mar.  Solar cuenta con 1,181.24 metros cuadrados.  Toda oferta está sujeta a aprobación del banco. Para ver esta y más propiedades acceda: www.realityrealtypr.com",0,0,"",8
"Calle Ramos Antonini, Mayaguez Pueblo","Calle Ramos Antonini, Mayaguez Pueblo",158241,46,1,50,26384,1,20160413,40000.00,0,0.00,0,0,0,0,1,"Ramos Antonini","",0,NULL,0.00,NULL,0.00,18.20080,-67.14010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,1360,0,"CR-14-196",NULL,NULL,NULL,"","","","","","Estructura comercial reposeida de 1360pc y solar de 147.09mc en el casco Urbano de Mayaguez. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Estructura comercial reposeida de 1360pc y solar de 147.09mc en el casco Urbano de Mayaguez. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,NULL,15
"Bo. Perdenales","Bo. Perdenales",158234,8,1,12,26384,1,20161231,65000.00,0,0.00,0,0,0,0,1,307,"",0,NULL,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"",NULL,NULL,NULL,"","","","","","Lote de terreno reposeido, remanente de segregacion de solares, 2,184mc. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Lote de terreno reposeido, remanente de segregacion de solares, 2,184mc. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,"",16
"Bo. Carreras","Bo. Carreras",158223,29,1,6,29037,1,20160207,178710.00,0,0.00,0,0,0,0,1,656,"00612",0,NULL,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",1.5,1,4026,40742,"R03-14-015",NULL,NULL,NULL,NULL,"PROPIEDAD VENDIDA EN BULK.","","","","Propiedad residencial reposeida de 4026pc en solar de 40,742.42mc equivalentes a 10.366 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Propiedad residencial reposeida de 4026pc en solar de 40,742.42mc equivalentes a 10.366 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,NULL,8
"C/Pepita Albandoz","C/Pepita Albandoz",158153,46,1,15,32399,1,20160206,92796.00,0,0.00,0,0,0,0,1,"Pepita Albandoz","00729",0,NULL,0.00,NULL,0.00,18.37740,65.90069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED","",0,0,0,"CR-13-066 ",NULL,NULL,NULL,NULL,"Catastro
089-086-033-09-802

PROPIEDAD VENDIDA EN BULK.","Llaves primer nivel disponible, el segundo nivel es encuentra ocupado. 

Favor contactar agente listador. ",1434,"","Propiedad reposeida perfecta para generar ingresos y vivir una de las cuatro (4) unidades de vivienda con financiamiento FHA, si cualificas. Precio atractivo de propiedad que te genera ingresos adicionales. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
","Propiedad reposeida perfecta para generar ingresos y vivir una de las cuatro (4) unidades de vivienda con financiamiento FHA, si cualificas. Precio atractivo de propiedad que te genera ingresos adicionales. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
",0,0,NULL,15
"Bo. Aibonito","Bo. Aibonito",158140,46,1,67,29035,1,20160323,24000.00,0,0.00,0,0,0,0,1,447,"",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"CR-12-184 ",NULL,NULL,NULL,"","1/25/16 CAMBIO PRECIO DE VENTA DE $40K A $24K, SEGUN LISTADO ENVIADO POR ADANISSE DE BPPR. J.LOPEZ.

3/24/16 BPPR (ING. FRANCISCO MORALES) INFORMO PROPIEDAD NO ESTA PARA LA VENTA.  LA MISMA FUE VENDIDA A CPG, LAS PAUTAS FUERON REMOVIDAS.  JLOPEZ. ","3/24/16 PROPIEDAD VENDIDA A CPG.  JLOPEZ. ","","","Terreno reposeido con cabida de 6,293mc. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
","Terreno reposeido con cabida de 6,293mc. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
",0,0,"",15
"Bo. Aguirre","Bo. Aguirre",158137,46,1,63,21393,1,20160207,1062600.00,0,0.00,0,0,0,0,1,"#1","00751",0,NULL,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"",NULL,NULL,NULL,"","PROPIEDAD VENDIDA EN BULK.","","","","Terreno comercial reposeido con cabida de 203.1990 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
","Terreno comercial reposeido con cabida de 203.1990 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
",0,0,"",15
"Bo. Yeguada","Bo. Yeguada",158135,44,1,74,29037,1,20171101,79000.00,0,0.00,0,0,0,0,1,686,"00693",0,"",0.00,"",0.00,18.47908,-66.43092,"","","","","","","","","","PUBLISHED",0,0,0,0,"R03-14-012","",3309427,"","","CATASTRO: 017-052-505-17-000

31/ENERO/2017 CAMBIO P/V DE $84,900 A $79K, SEGUN EMAIL BPPR MEI-LING GONZALEZ - J.LOPEZ. 
","","","","Terreno comercial reposeido con cabida de 2,427.12mc. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Terreno comercial reposeido con cabida de 2,427.12mc. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,"",15
"Bo. Carraizo","Bo. Carraizo",158131,46,1,71,21393,1,20160206,770770.00,0,0.00,0,0,0,0,1,843,"",0,NULL,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"",NULL,NULL,NULL,"","PROPIEDAD VENDIDA EN BULK.","","","","Terreno reposeido en el Barrio Caraizo que consta de dos lotes (a) 9.4494 cuerdas y (b) 3.4066 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Terreno reposeido en el Barrio Caraizo que consta de dos lotes (a) 9.4494 cuerdas y (b) 3.4066 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,"",15
"Bo. Amuelas","Bo. Amuelas",158130,46,1,39,21393,1,20160207,1406020.00,0,0.00,0,0,0,0,1,149,"00795",0,NULL,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"",NULL,NULL,NULL,"","PROPIEDAD VENDIDA EN BULK.","","","","Dos parcelas de terrenos reposeidos, (a) 409,333.9381mc equivalentes a 104.1457 cuerdas, (b) 680,335.8354mc equivalentes a 173.960 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Dos parcelas de terrenos reposeidos, (a) 409,333.9381mc equivalentes a 104.1457 cuerdas, (b) 680,335.8354mc equivalentes a 173.960 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,"",15
"Carr.Vayas Torres Interseccion PR-52","Carr.Vayas Torres Interseccion PR-52",158129,46,1,58,21393,1,20160206,135000.00,0,0.00,0,0,0,0,1,"Vayas Torres","00716",0,NULL,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"OREO 1291",NULL,NULL,NULL,"","PROPIEDAD VENDIDA EN BULK.","","","","Terreno reposeido de 5.4265 cuerdas, en el cuadrante sur este de la interseccion de la Calle Vayas Torres con el Exprso Luis A. Ferre. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com


","Terreno reposeido de 5.4265 cuerdas, en el cuadrante sur este de la interseccion de la Calle Vayas Torres con el Exprso Luis A. Ferre. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com


",0,0,"",15
"Bo. Florida Afuera","Bo. Florida Afuera",158127,46,1,9,21393,1,20160206,1524600.00,0,0.00,0,0,0,0,1,"#2","00617",0,NULL,0.00,NULL,0.00,18.43286,66.55435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"CR-13-057",NULL,NULL,NULL,"","PROPIEDAD VENDIDA EN BULK.","","","","Lote de terrenos reposeidos, consta de los siguientes lotes (A) 925.079mc, (B) 965.906mc, (C) 1,025.732mc, (D) 672.4888mc, (E) 674.9748mc, (F) 8.4832 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Lote de terrenos reposeidos, consta de los siguientes lotes (A) 925.079mc, (B) 965.906mc, (C) 1,025.732mc, (D) 672.4888mc, (E) 674.9748mc, (F) 8.4832 cuerdas. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,"",15
"C/Jesus T. Piñero #23","C/Jesus T. Piñero #23",158119,29,1,67,29035,1,20160404,32560.00,0,0.00,0,0,0,0,1,"Jesus T. Piñero","00685",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",1,3,160,915,"R03-13-023",NULL,NULL,NULL,NULL,"","","","","Residencia reposeida en el pueblo de San Sebastian, consta de 3h,1b,sala,comedor, cocina.  Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
","Residencia reposeida en el pueblo de San Sebastian, consta de 3h,1b,sala,comedor, cocina.  Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
",0,0,NULL,8
"Cond. Paseomonte, San Juan","Cond. Paseomonte, San Juan",158028,29,1,81,32152,1,20160630,144995.00,0,0.00,0,0,0,1,0,"","00926",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",2,3,0,0,"SS-14-026",NULL,NULL,NULL,NULL,"CO #3182585","llaves",18,"","Short Sale!!!  Excelente apartamento en muy buenas condiciones.  2do nivel, solo un set de escaleras, 3h, 2b, balcon comodo, 2 estacionamientos \"back to back\". Incluye estufa, nevera, horno microhonda, lavadora, secadora, aires acondicionados, abanicos y cortina retractable.  El complejo cuenta con seg. 24/7, piscina, gimnasio, cancha de baloncesto, parque para niños y centro de actividades.  Llamanos ahora!!  Tenemos acceso inmediato, esta de Show!!!  \"Toda oferta esta sujeta a aprobación final.\"  ","Short Sale!!!  Excelente apartamento en muy buenas condiciones.  2do nivel, solo un set de escaleras, 3h, 2b, balcon comodo, 2 estacionamientos \"back to back\". Incluye estufa, nevera, horno microhonda, lavadora, secadora, aires acondicionados, abanicos y cortina retractable.  El complejo cuenta con seg. 24/7, piscina, gimnasio, cancha de baloncesto, parque para niños y centro de actividades.  Llamanos ahora!!  Tenemos acceso inmediato, esta de Show!!!  \"Toda oferta esta sujeta a aprobación final.\"  ",2,0,NULL,8
"Bo. Mabu - Ave. Roosevelt","Bo. Mabu - Ave. Roosevelt",157999,31,1,36,25966,1,20171120,109000.00,0,0.00,0,0,0,0,1,"Roosevelt","00791",0,NULL,0.00,NULL,0.00,18.15156,-65.83000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,6382,0,"CR-14-039","",3171812,"","","CATASTRO 304-008-036-07-001

2/FEB/2017 CAMBIO P/V DE $130K A $109K (FIXED LIQUIDATION PROGRAM), SEGUN EMAIL BPPR MEI-LING GONZALEZ - JLOPEZ.
","","","","Propiedad comercial reposeida de 6,382p2 en solar de 329.30m2, frente a la escuela en el pueblo de Humacao. Ideal para cuido, centro de tutorias o estudios supervisados.  Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
","Propiedad comercial reposeida de 6,382p2 en solar de 329.30m2, frente a la escuela en el pueblo de Humacao. Ideal para cuido, centro de tutorias o estudios supervisados.  Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
",0,0,NULL,22
"Bo. Tomas de Castro","Bo. Tomas de Castro",157997,46,1,13,10010,1,20160207,259313.00,0,0.00,0,0,0,0,1,"PR 789","00725",0,NULL,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED","",0,15215,0,"CR-14-118",NULL,NULL,NULL,NULL,"PROPIEDAD VENDIDA EN BULK.","","C-335","","Propiedad reposedia ideal para centro de envejecientes, casa de retiro o iglesia, consta de 15,215pc en 6.36 cuerdas.  Incluye 4 predios de terreno en el KM 2.3 con cabidas de: (1) de 2 cuerdas, (1) 6 cuerdas, (2) de 5 cuerdas.  Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
","Propiedad reposedia ideal para centro de envejecientes, casa de retiro o iglesia, consta de 15,215pc en 6.36 cuerdas.  Incluye 4 predios de terreno en el KM 2.3 con cabidas de: (1) de 2 cuerdas, (1) 6 cuerdas, (2) de 5 cuerdas.  Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
",0,1,NULL,15
"Puerto Nuevo","Puerto Nuevo",157977,46,1,65,32599,1,20160127,89000.00,0,0.00,0,0,0,0,1,"25 NE","00921",0,NULL,0.00,NULL,0.00,18.41633,-66.08000,"062-068-042-05-001",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED","",0,1636,252,"CR-14-139 ",NULL,NULL,NULL,"","","","","","Excelente propiedad comercial, \"Reposeida\", 1,636pc en 252mc de solar.  A pasos de la Ave. Roosevelt, muy buena ubicacion y exposicion.  Cerca de Plaza Las Americas, Coliseo Roberto Clemente, etc. Toda oferta está sujeta a aprobación final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y más propiedades acceda: www.realityrealtypr.com
","Excelente propiedad comercial, \"Reposeida\", 1,636pc en 252mc de solar.  A pasos de la Ave. Roosevelt, muy buena ubicacion y exposicion.  Cerca de Plaza Las Americas, Coliseo Roberto Clemente, etc. Toda oferta está sujeta a aprobación final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y más propiedades acceda: www.realityrealtypr.com
",0,1,NULL,15
"Calle Pedro Arzuaga - Carolina Pueblo","Calle Pedro Arzuaga - Carolina Pueblo",157973,33,1,16,32370,1,20171120,69000.00,0,0.00,0,0,0,0,1,"Pedro Arzuaga & Munoz Rivera","",0,"",0.00,"",0.00,18.38309,-65.95714,"","","","","","","","","","PUBLISHED",0,0,2434,0,"CR-14-011","",3161598,"","","CATASTRO: 088-067-042-09-802

10/12/16 CAMBIO PRECIO DE VENTA DE $110K A $69K PRECIO DE LIQUIDACION - JLOPEZ. 
","Favor llamar a Jeannette Lopez para las llaves de esta propiedad.","","","Reposeída.  Propiedad comercial para uso mixto, estructura de dos niveles, 2434pc en solar de 166.32mc, excelente localizacion dentro del pueblo. Adecuada para uso comercial u oficina. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Reposeída.  Propiedad comercial para uso mixto, estructura de dos niveles, 2434pc en solar de 166.32mc, excelente localizacion dentro del pueblo. Adecuada para uso comercial u oficina. Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,NULL,10
"Bo. Puente - Calle Ceiba","Bo. Puente - Calle Ceiba",157933,44,1,14,29037,1,20180718,195000.00,0,0.00,0,0,0,0,0,"Ceiba","",0,NULL,0.00,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"C-14-006","",4176187,"","","1/DIC/17 Listado renovado por 9 meses apartir del 1/noviembre/2017 con cambio en precio de venta de $225K a $195K. Listado inicialmente fue tomado el 8/mayo/2014. - JLOPEZ.","","","","Hermosa finca de 7.49 cuerdas, en un área exclusiva a menos de 1 minuto de la Carretera #2 en Camuy, ubicado entre el Sect. Puente y Membrillo, perfecta para desarrollar un hogar de envejecientes o desarrollo de vivienda, sujeto a aprobacion de Agencias Gubernamentales.  Llamenos el lugar es espectacular.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Hermosa finca de 7.49 cuerdas, en un área exclusiva a menos de 1 minuto de la Carretera #2 en Camuy, ubicado entre el Sect. Puente y Membrillo, perfecta para desarrollar un hogar de envejecientes o desarrollo de vivienda, sujeto a aprobacion de Agencias Gubernamentales.  Llamenos el lugar es espectacular.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

",0,0,"",15
"Bo. Indios & Bocas","Bo. Indios & Bocas",157915,46,1,31,32578,1,20160228,32000.00,0,0.00,0,0,0,0,1,5,"00656",0,NULL,0.00,NULL,0.00,17.99310,-66.81700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,2318,0,"CR-13-157",NULL,NULL,NULL,"","CATASTRO: 408-019-007-07-001
","","","","Propiedad comercial 2318pc en un solar de 1025mc, ideal para colmado, bar o para remodelarla y convertirla en su hogar.  Lugar muy tranquillo.  Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
","Propiedad comercial 2318pc en un solar de 1025mc, ideal para colmado, bar o para remodelarla y convertirla en su hogar.  Lugar muy tranquillo.  Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
",3,0,NULL,15
"Bo. Almacigo - Sect. Los Cruceros","Bo. Almacigo - Sect. Los Cruceros",157914,46,1,78,32578,1,20160207,252340.00,0,0.00,0,0,0,0,1,"#371","",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"CR-13-143 ",NULL,NULL,NULL,"","PROPIEDAD VENDIDA EN BULK.","","","","Excelente propiedad tipo Almacen, de 18,000pc que se divide en 3 niveles, lugar privado y seguro. Cerca de la Autopista, Ideal para Almacen o Iglesia.  Llame ahora para una cita! Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
","Excelente propiedad tipo Almacen, de 18,000pc que se divide en 3 niveles, lugar privado y seguro. Cerca de la Autopista, Ideal para Almacen o Iglesia.  Llame ahora para una cita! Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com
",15,0,NULL,15
"Palmarejo Ward, Rivera Development","Palmarejo Ward, Rivera Development",157908,1,1,41,26384,1,20170117,49000.00,0,0.00,0,0,0,0,1,"Baey","",0,"",0.00,"",0.00,"","","","","","","","","","","","PUBLISHED",2,3,1399,509,"R01-14-048","",3999837,"","","4/9/15 CAMBIO PRECIO DE VENTA DE $99,567 A $66,378 - NO SE HABIA REALIZADO EL CAMBIO EN RPM. JLOPEZ. 

10/12/16 CAMBIO PRECIO DE VENTA DE $66,378 A $49K PRECIO DE LIQUIDACION - JLOPEZ.

","","","","Reposeida. Residencia de 3 cuartos, 2 baños, de aprox. 1,399pc con un solar de 509.0648pc.  Toda oferta esta sujeta a aprobacion del banco. Para ver esta y mas propiedades acceda: www.realityrealtypr.com
","Reposeida. Residencia de 3 cuartos, 2 baños, de aprox. 1,399pc con un solar de 509.0648pc.  Toda oferta esta sujeta a aprobacion del banco. Para ver esta y mas propiedades acceda: www.realityrealtypr.com
",0,0,NULL,1
"Bo. Rio Grande","Bo. Rio Grande",157871,46,1,52,29037,1,20160404,150000.00,0,0.00,0,0,0,0,1,"PR 617","",0,NULL,0.00,NULL,0.00,18.30696,-66.41019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,7792,0,"CR-14-134",NULL,NULL,NULL,NULL,"Catastro 166-000-003-34-000

1/25/16 CAMBIO DE PRECIO DE VENTA DE $255,300 A $150,000, SEGUN LISTADO ENIVADO POR ADANISSE DE BPPR. J.LOPEZ.","","","","Excelente propiedad reposeida de 7,792pc en 3,329mc de solar, perfecta para restaurante, salón de actividades, hogar de envejecientes, iglesia o ferreteria, cuenta con 75 estacionamientos pavimentados.  Cuenta con una vista espectacular. Venga y veala! Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

","Excelente propiedad reposeida de 7,792pc en 3,329mc de solar, perfecta para restaurante, salón de actividades, hogar de envejecientes, iglesia o ferreteria, cuenta con 75 estacionamientos pavimentados.  Cuenta con una vista espectacular. Venga y veala! Toda oferta esta sujeta a aprobacion final por el Banco.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver esta y mas propiedades acceda: www.realityrealtypr.com

